type,source,overall_accuracy,date,entity,relation,hallucinated,hallucination_type,output
point_in_time,unknown,0.0714,0.0000,0.2143,0.0000,False,none,won Nobel Prize in Physics occurred.
point_in_time,unknown,0.4000,0.0000,0.2000,1.0000,False,none,published Special Relativity occurred.
point_in_time,unknown,0.3939,0.0000,0.1818,1.0000,False,none,declared independence occurred.
point_in_time,unknown,0.0606,0.0000,0.1818,0.0000,False,none,walked on the Moon occurred.
point_in_time,unknown,0.4000,0.0000,0.2000,1.0000,False,none,experienced nuclear disaster occurred.
point_in_time,unknown,0.3667,0.0000,0.1000,1.0000,False,none,was invented occurred.
point_in_time,unknown,0.4048,0.0000,0.2143,1.0000,False,none,"fell, ending Cold War occurred."
point_in_time,unknown,0.4103,0.0000,0.2308,1.0000,False,none,declared COVID-19 pandemic occurred.
point_in_time,unknown,0.3810,0.0000,0.1429,1.0000,False,none,docked with ISS occurred.
point_in_time,unknown,0.4714,0.2000,0.2143,1.0000,False,none,captured first images occurred.
point_in_time,unknown,0.3939,0.0000,0.1818,1.0000,False,none,discovered Mandelbrot set occurred.
point_in_time,unknown,0.0667,0.0000,0.2000,0.0000,False,none,began chimpanzee study occurred.
point_in_time,unknown,0.0667,0.0000,0.2000,0.0000,False,none,formulated gravity law occurred.
point_in_time,unknown,0.4103,0.0000,0.2308,1.0000,False,none,published evolution theory occurred.
point_in_time,unknown,0.0556,0.0000,0.1667,0.0000,False,none,patented telephone occurred.
point_in_time,unknown,0.0714,0.0000,0.2143,0.0000,False,none,tested light bulb occurred.
point_in_time,unknown,0.3889,0.0000,0.1667,1.0000,False,none,transmitted wireless electrici occurred.
point_in_time,unknown,0.3889,0.0000,0.1667,1.0000,False,none,captured Photo 51 occurred.
point_in_time,unknown,0.4103,0.0000,0.2308,1.0000,False,none,announced polio vaccine occurred.
point_in_time,unknown,0.4167,0.0000,0.2500,1.0000,False,none,proposed Hawking radiation occurred.
point_in_time,unknown,0.0000,0.0000,0.0000,0.0000,False,none,developed CRISPR occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,released Linux kernel occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,crowned himself Emperor occurred.
point_in_time,unknown,0.0000,0.0000,0.0000,0.0000,True,entity,issued Emancipation Proclamati occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,False,none,led India to independence occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,became South Africa President occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,refused to give up bus seat occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,delivered 'I Have a Dream' spe occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,introduced glasnost and perest occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,True,entity,became UK Prime Minister occurred.
point_in_time,unknown,0.3333,0.0000,0.0000,1.0000,False,none,became US President occurred.
point_in_time,unknown,0.0000,0.0000,0.0000,0.0000,True,entity,adopted euro currency occurred.
point_in_time,unknown,0.0000,0.0000,0.0000,0.0000,False,none,completed Guernica occurred.
